subject activityNum tBodyAcc-mean()-X tBodyAcc-mean()-Y tBodyAcc-mean()-Z tBodyAcc-std()-X tBodyAcc-std()-Y tBodyAcc-std()-Z tGravityAcc-mean()-X tGravityAcc-mean()-Y tGravityAcc-mean()-Z tGravityAcc-std()-X tGravityAcc-std()-Y tGravityAcc-std()-Z tBodyAccJerk-mean()-X tBodyAccJerk-mean()-Y tBodyAccJerk-mean()-Z tBodyAccJerk-std()-X tBodyAccJerk-std()-Y tBodyAccJerk-std()-Z tBodyGyro-mean()-X tBodyGyro-mean()-Y tBodyGyro-mean()-Z tBodyGyro-std()-X tBodyGyro-std()-Y tBodyGyro-std()-Z tBodyGyroJerk-mean()-X tBodyGyroJerk-mean()-Y tBodyGyroJerk-mean()-Z tBodyGyroJerk-std()-X tBodyGyroJerk-std()-Y tBodyGyroJerk-std()-Z tBodyAccMag-mean() tBodyAccMag-std() tGravityAccMag-mean() tGravityAccMag-std() tBodyAccJerkMag-mean() tBodyAccJerkMag-std() tBodyGyroMag-mean() tBodyGyroMag-std() tBodyGyroJerkMag-mean() tBodyGyroJerkMag-std() fBodyAcc-mean()-X fBodyAcc-mean()-Y fBodyAcc-mean()-Z fBodyAcc-std()-X fBodyAcc-std()-Y fBodyAcc-std()-Z fBodyAccJerk-mean()-X fBodyAccJerk-mean()-Y fBodyAccJerk-mean()-Z fBodyAccJerk-std()-X fBodyAccJerk-std()-Y fBodyAccJerk-std()-Z fBodyGyro-mean()-X fBodyGyro-mean()-Y fBodyGyro-mean()-Z fBodyGyro-std()-X fBodyGyro-std()-Y fBodyGyro-std()-Z fBodyAccMag-mean() fBodyAccMag-std() fBodyBodyAccJerkMag-mean() fBodyBodyAccJerkMag-std() fBodyBodyGyroMag-mean() fBodyBodyGyroMag-std() fBodyBodyGyroJerkMag-mean() fBodyBodyGyroJerkMag-std()
2 5 0.266618795111111 -0.00863028974611111 -0.105020176722222 -0.967349113518519 -0.848270946925926 -0.922704911111111 0.777365995740741 0.192269118192593 0.100409213814815 -0.955030232222222 -0.911491529314815 -0.944934754814815 0.0838969335407407 -0.0163227474177778 -0.0139821006259259 -0.973789559444444 -0.928328437592593 -0.973762787592593 -0.0342498138962963 -0.0873793132981482 0.120099892907407 -0.943600942962963 -0.95398261462963 -0.914647175 -0.102470544685185 -0.0421526225888889 -0.056707148402963 -0.957125223148148 -0.98166340462963 -0.96268196962963 -0.911653895 -0.878987838462963 -0.911653895 -0.878987838462963 -0.962456271666667 -0.95163181037037 -0.908515604259259 -0.909166898703704 -0.97448732962963 -0.969270292962963 -0.965801489814815 -0.873035620740741 -0.944025088148148 -0.96851067037037 -0.846527357925926 -0.917597704814815 -0.974211855555556 -0.927402696481482 -0.969577230740741 -0.975836059814815 -0.93503416 -0.97666453 -0.934716361666667 -0.963038809259259 -0.920769711296296 -0.947059038518518 -0.949618619259259 -0.920683006111111 -0.902568080185185 -0.886254058185185 -0.951284314444445 -0.951123848703704 -0.933503309259259 -0.909833869074074 -0.970208616481481 -0.970006436296296
2 6 0.26205738625 -0.00887547472229167 -0.0915234207291667 -0.96838446875 -0.921063257083333 -0.928672183125 0.898692975229167 -0.105370045729167 0.00542332012645833 -0.960047600208333 -0.954451813958333 -0.936060613333333 0.0830121799583333 -0.00583730290208333 -0.00221789641666667 -0.971693286041667 -0.964061155833333 -0.965400083958333 -0.0299583886810417 -0.0683473490833333 0.08779985525 -0.9367185525 -0.931348583125 -0.937172189583333 -0.0959977586458333 -0.04556440956875 -0.04691187125 -0.958320587916667 -0.9572618225 -0.966907519375 -0.9368821725 -0.919579755625 -0.9368821725 -0.919579755625 -0.970993657083333 -0.957325515625 -0.915643516875 -0.89515867375 -0.967042399375 -0.947292603125 -0.966892237916667 -0.932544998125 -0.942234947708333 -0.969222623125 -0.919815171458333 -0.9267049925 -0.971584884375 -0.963577631041667 -0.960527805208333 -0.9745140525 -0.967396568541667 -0.96902607875 -0.932390854166667 -0.934551524375 -0.937624169375 -0.939211313958333 -0.930452469583333 -0.942870008125 -0.930635174166667 -0.925874689583333 -0.956876303333333 -0.956985195625 -0.914280669166667 -0.902242957083333 -0.949003498333333 -0.948531959583333
3 1 0.284206427241379 -0.0161018188639655 -0.108942428767241 -0.14442032987931 0.0363005247448276 -0.222724882517241 0.941808749310345 -0.254125207586207 -0.0292087548293103 -0.965246367586207 -0.960011332758621 -0.926171986206897 0.0796412492982759 0.0255904088775862 0.00191560325517241 -0.102227611039655 -0.0312692403327586 -0.464657194551724 -0.0621793311555172 -0.0496762136051724 0.0831972693267241 -0.468049500068966 -0.0607779673405172 -0.249878109534483 -0.0859082864827586 -0.0237287556551724 -0.0341651428241379 -0.356280949827586 -0.301438352741379 -0.362375327791379 -0.0574773073603448 -0.132464542982759 -0.0574773073603448 -0.132464542982759 -0.140297639896552 -0.109590540344828 -0.104167178017241 -0.182477955258621 -0.323114064827586 -0.338988232103448 -0.115505825015517 0.0360113806648276 -0.282543525517241 -0.158215670175862 -0.0311348018743103 -0.255290438327586 -0.130456896757069 -0.094436661576569 -0.417495880517241 -0.153992084553448 -0.0279524473465517 -0.510530307758621 -0.343107438565517 -0.0723495176051724 -0.169084265236207 -0.510322827913793 -0.0653609881310345 -0.347722997586207 -0.0522152478948276 -0.317658106758621 -0.0782430124689655 -0.157880682103448 -0.189573319646552 -0.323591995793103 -0.32087379002931 -0.411789628482759
3 2 0.254415194355932 -0.0176239752959322 -0.0936664253050847 -0.95087397440678 -0.922406258135593 -0.908997632169492 0.410676244237288 0.160031627372881 0.376162556508475 -0.927147040440678 -0.946738277627119 -0.916485121389831 0.0897603879152542 0.0131665807012203 -0.0220749978849153 -0.970852402033898 -0.970516716610169 -0.963490766949153 -0.0169238676084746 -0.0943742455779661 0.112492251033898 -0.961894446271186 -0.949692209830508 -0.963754418813559 -0.099900906440678 -0.0396882699169492 -0.0582385616949153 -0.967530156440678 -0.972839366779661 -0.982821140847458 -0.929045365762712 -0.900556794237288 -0.929045365762712 -0.900556794237288 -0.969971855423729 -0.95720826 -0.918027476271186 -0.925794190169492 -0.976765512542373 -0.965661732711864 -0.955775578983051 -0.938213190677966 -0.929839782542373 -0.949580439661017 -0.919657657728814 -0.905171035355932 -0.970888738135593 -0.970025566440678 -0.959242205254237 -0.973586706101695 -0.973437979830509 -0.96636635440678 -0.953839142711864 -0.954607639152542 -0.963616229152542 -0.964785838644068 -0.947947851864407 -0.967180040169491 -0.920605892169492 -0.905916526762712 -0.956107147288136 -0.957903242033898 -0.939652128644068 -0.930164163220339 -0.965699892372881 -0.96783906559322
3 3 0.273440925306122 -0.0176357158546939 -0.106180397204082 -0.784022443265306 -0.64161200067 -0.72264125122449 0.161228528163265 0.339096006591837 0.486190644285714 -0.97809035877551 -0.963512475918367 -0.964953279387755 0.0823945753183674 0.0154171448857143 -0.00204566209204082 -0.800382665102041 -0.663836976585714 -0.836204377346939 -0.0131235292796735 -0.0818150820204082 0.0798877951020408 -0.84750394244898 -0.801433726326531 -0.795803512244898 -0.110549421877551 -0.0339918035061225 -0.0538348975204082 -0.834665951428571 -0.807519082244898 -0.845563343673469 -0.701071469591837 -0.808959034285714 -0.701071469591837 -0.808959034285714 -0.761453909795918 -0.753023271020408 -0.775522442244898 -0.84461380755102 -0.822661416734694 -0.818145677959184 -0.812178843673469 -0.668493713984082 -0.784711258979592 -0.77405791244898 -0.650435101708163 -0.712120805510204 -0.824924465510204 -0.713166682408163 -0.837242702040816 -0.793662803877551 -0.634873769367347 -0.834199774285714 -0.83240859877551 -0.80487044 -0.812667462857143 -0.853180255510204 -0.800970959387755 -0.809337513673469 -0.802818690408163 -0.842405904489796 -0.771520671836735 -0.732261268163265 -0.832615868979592 -0.884517614897959 -0.839493864081633 -0.80529739122449
3 4 0.275912289423077 -0.0174428655442308 -0.104250905346154 -0.984431716538462 -0.972389493269231 -0.955023778653846 0.786439986153846 0.106390695057692 0.0966936788461538 -0.977253461346154 -0.981742041153846 -0.957706925 0.0796935040961538 0.0126123941424038 -0.00408185077907692 -0.985577010576923 -0.983195527115385 -0.979199675 -0.0383400717803846 -0.0810652351615385 0.079608386 -0.978749304038461 -0.964972667884615 -0.976696965961539 -0.0998496785576923 -0.0403812927519231 -0.054367150075 -0.987656736538462 -0.981750869038462 -0.990910452884615 -0.970973492692308 -0.958480001730769 -0.970973492692308 -0.958480001730769 -0.984800131923077 -0.978343472307692 -0.953130475192308 -0.947529071730769 -0.987522605384615 -0.980992042115385 -0.983802403461538 -0.975217908076923 -0.966438202884615 -0.984961171346154 -0.972085949423077 -0.952276713653846 -0.985746094807692 -0.983015155384615 -0.976403932307692 -0.986711834038462 -0.984695445192308 -0.980573889615385 -0.976535843076923 -0.967471646346154 -0.976887264615385 -0.979673422307692 -0.964113016730769 -0.978814687884615 -0.964713541346154 -0.961326740192308 -0.978649366538461 -0.976868226730769 -0.960134666923077 -0.949294842884615 -0.982105195 -0.980673788461539
3 5 0.27422772704918 -0.0156656914304918 -0.106333229180328 -0.862293296229508 -0.809073054803279 -0.851035967213115 0.00134319770491804 -0.00440712901639345 -0.0853051331147541 -0.97347699442623 -0.968312928688525 -0.976258277868853 0.0850662472459016 0.00247119873081967 0.00433386776383606 -0.882943305081967 -0.858280726852459 -0.905384545409836 -0.0393977663180328 -0.0811677587967213 0.0974653765081967 -0.884248408688525 -0.882292735081967 -0.839184301032787 -0.0953551904590164 -0.0370672156836066 -0.0595406582344262 -0.876290903114754 -0.923836601311475 -0.893157872131148 -0.833406511606557 -0.863702787377049 -0.833406511606557 -0.863702787377049 -0.872660310655738 -0.888991321311475 -0.833711557672131 -0.853265354590164 -0.909615747704918 -0.908811227213115 -0.866674049672131 -0.822000232039344 -0.865125163114754 -0.861079125081967 -0.814586554413115 -0.854464223114754 -0.887659170163934 -0.870160816721312 -0.895358278032787 -0.888430575409836 -0.855283524114754 -0.914146203278688 -0.854854957704918 -0.888098014590164 -0.846146113901639 -0.893929710327869 -0.880563357540984 -0.851713258852459 -0.864503695901639 -0.884321535081967 -0.881342446557377 -0.900186132295082 -0.875963426721311 -0.863947253278688 -0.913214345081967 -0.90973923442623
3 6 0.272673109032258 -0.0168555087969355 -0.104741780596774 -0.96809736016129 -0.910652688032258 -0.936350732258064 0.6622478 -0.298777717645161 0.187964493672581 -0.977923900645161 -0.958942416290323 -0.959599107096774 0.0775971104516129 0.0214113091677419 -0.00735343018096774 -0.967113053225806 -0.950018847903226 -0.975671270967742 -0.0389419681332258 -0.0810292634516129 0.0851078689516129 -0.94832560483871 -0.942215362532258 -0.949317529677419 -0.105796593983871 -0.040267454816129 -0.050082943296129 -0.963296702419355 -0.971339764193548 -0.971309404193548 -0.942918884354839 -0.930858312096774 -0.942918884354839 -0.930858312096774 -0.966585595806452 -0.95896473516129 -0.910962266258065 -0.915906966129032 -0.971843088548387 -0.966306541129032 -0.966265284354839 -0.921861088548387 -0.952308714516129 -0.969185253387097 -0.910360381903226 -0.932807945483871 -0.967499065483871 -0.951413168387097 -0.971636808548387 -0.969808317419355 -0.952073770483871 -0.978441101451613 -0.943103508870968 -0.94993561016129 -0.950493048870968 -0.950383245967742 -0.938801492080645 -0.95368495983871 -0.939585248064516 -0.936766091935484 -0.959258819354839 -0.958028769677419 -0.936089930645161 -0.91779860983871 -0.96712351516129 -0.967494228709677
4 1 0.2788077495 -0.0206462227661667 -0.105652345066667 -0.473257387662 -0.335181425366667 -0.572721724261667 0.931224968333333 -0.217142278833333 -0.102432166083333 -0.968413546166667 -0.9378692305 -0.909518372666667 0.0594588968166667 0.000986357061 -0.00351895118333333 -0.538047065886667 -0.442253403254833 -0.663487588066667 -0.03736181391 -0.0754817452595 0.077864161345 -0.5757284148 -0.565169482596667 -0.551363621166667 -0.07285589026 -0.04722396945 -0.054709320822 -0.452819126018333 -0.631103124266667 -0.498731714025667 -0.419236214253333 -0.4558179839 -0.419236214253333 -0.4558179839 -0.528067332216667 -0.503962300416667 -0.480451543611667 -0.493050622683333 -0.5638927499 -0.602725816616667 -0.5118069017 -0.36929451105 -0.598312643966667 -0.459347262963333 -0.361113935583333 -0.59435640245 -0.568329236716667 -0.493522829368333 -0.656054899466667 -0.5479200223 -0.424258387296667 -0.670253026266667 -0.430429515233333 -0.564572091 -0.462705740728333 -0.624126070966667 -0.569728974566667 -0.62692888 -0.443321021713333 -0.548967316616667 -0.504185800088333 -0.507255953457333 -0.50535667625 -0.576223797663333 -0.619768649308333 -0.60915809075
4 2 0.276960798269231 -0.0196479554096154 -0.106214193461538 -0.422159064669231 -0.443169954151154 -0.560547092096154 0.927747066730769 -0.241510459038462 -0.0377781442082692 -0.961813382307692 -0.952669977307692 -0.932365447307692 0.0757267297557692 0.0293527897751923 -0.00915103327596154 -0.507112915211538 -0.561434790461538 -0.807602611153846 0.0453602349038461 -0.121713841576923 0.0893184770826923 -0.666779756384615 -0.528953755284615 -0.7507342775 -0.119474492867308 -0.0460996102923077 -0.0611162905846154 -0.722498591730769 -0.826593306538462 -0.797382592115385 -0.402913490253846 -0.465918117245 -0.402913490253846 -0.465918117245 -0.574215159153846 -0.563863511153846 -0.508803110076923 -0.566141484782692 -0.787156123269231 -0.830512673653846 -0.450052822961538 -0.468086570969231 -0.673509816923077 -0.412244910267308 -0.465970624953846 -0.541791795711538 -0.536209324346154 -0.578033220538462 -0.786525151730769 -0.520669667124038 -0.573354976923077 -0.827626826538461 -0.622383499807692 -0.662193881730769 -0.726144640961538 -0.682710062307692 -0.467983833119231 -0.782348121538462 -0.481896401980769 -0.541201705192308 -0.537673569192308 -0.603409978846154 -0.653108034807692 -0.585732315423077 -0.821236526730769 -0.856177339807692
